,group,axis,value
0,2010_F_D1-5,basic_needs,1300.8823529411766
1,2010_F_D1-5,pro_study,495.1764705882353
2,2010_F_D1-5,household_family,531.2352941176471
3,2010_F_D1-5,leisure_media,180.05882352941177
4,2010_F_D1-5,leisure_sports_outdoors,19.058823529411764
5,2010_F_D1-5,leisure_social_meetings,342.5882352941176
