,group,axis,value
0,2010_F_D6-7,basic_needs,1433.235294117647
1,2010_F_D6-7,pro_study,184.35294117647058
2,2010_F_D6-7,household_family,526.1176470588235
3,2010_F_D6-7,leisure_media,214.8235294117647
4,2010_F_D6-7,leisure_sports_outdoors,29.058823529411764
5,2010_F_D6-7,leisure_social_meetings,478.4117647058824
