,group,axis,value
0,2010_T_D1-5,basic_needs,1286.4117647058824
1,2010_T_D1-5,pro_study,604.1176470588235
2,2010_T_D1-5,household_family,404.52941176470586
3,2010_T_D1-5,leisure_media,195.76470588235293
4,2010_T_D1-5,leisure_sports_outdoors,22.235294117647058
5,2010_T_D1-5,leisure_social_meetings,355.52941176470586
