,group,axis,value
0,2000_T_D6-7,basic_needs,1411.1818181818182
1,2000_T_D6-7,pro_study,243.0909090909091
2,2000_T_D6-7,household_family,460.54545454545456
3,2000_T_D6-7,leisure_media,221.9090909090909
4,2000_T_D6-7,leisure_sports_outdoors,35.63636363636363
5,2000_T_D6-7,leisure_social_meetings,494.09090909090907
