,group,axis,value
0,2000_M_D1-7,basic_needs,1305.0
1,2000_M_D1-7,pro_study,620.0
2,2000_M_D1-7,household_family,292.8181818181818
3,2000_M_D1-7,leisure_media,213.27272727272728
4,2000_M_D1-7,leisure_sports_outdoors,29.636363636363637
5,2000_M_D1-7,leisure_social_meetings,407.0
