,group,axis,value
0,2000_T_D1-7,basic_needs,1310.7272727272727
1,2000_T_D1-7,pro_study,514.0909090909091
2,2000_T_D1-7,household_family,443.0
3,2000_T_D1-7,leisure_media,194.1818181818182
4,2000_T_D1-7,leisure_sports_outdoors,24.727272727272727
5,2000_T_D1-7,leisure_social_meetings,382.0
