,group,axis,value
0,2010_T_D1-7,basic_needs,1329.235294117647
1,2010_T_D1-7,pro_study,492.6470588235294
2,2010_T_D1-7,household_family,409.6470588235294
3,2010_T_D1-7,leisure_media,209.1764705882353
4,2010_T_D1-7,leisure_sports_outdoors,25.823529411764707
5,2010_T_D1-7,leisure_social_meetings,401.94117647058823
