,group,axis,value
0,2010_M_D6-7,basic_needs,1433.764705882353
1,2010_M_D6-7,pro_study,251.47058823529412
2,2010_M_D6-7,household_family,315.29411764705884
3,2010_M_D6-7,leisure_media,269.1764705882353
4,2010_M_D6-7,leisure_sports_outdoors,41.23529411764706
5,2010_M_D6-7,leisure_social_meetings,554.5294117647059
