,group,axis,value
0,2000_F_D1-5,basic_needs,1278.1818181818182
1,2000_F_D1-5,pro_study,503.27272727272725
2,2000_F_D1-5,household_family,581.1818181818181
3,2000_F_D1-5,leisure_media,169.1818181818182
4,2000_F_D1-5,leisure_sports_outdoors,17.454545454545453
5,2000_F_D1-5,leisure_social_meetings,319.90909090909093
