,group,axis,value
0,2000_F_D1-7,basic_needs,1316.6363636363637
1,2000_F_D1-7,pro_study,415.6363636363636
2,2000_F_D1-7,household_family,580.8181818181819
3,2000_F_D1-7,leisure_media,176.54545454545453
4,2000_F_D1-7,leisure_sports_outdoors,20.363636363636363
5,2000_F_D1-7,leisure_social_meetings,358.1818181818182
