,group,axis,value
0,2010_M_D1-5,basic_needs,1271.5882352941176
1,2010_M_D1-5,pro_study,718.1176470588235
2,2010_M_D1-5,household_family,272.11764705882354
3,2010_M_D1-5,leisure_media,211.7058823529412
4,2010_M_D1-5,leisure_sports_outdoors,25.11764705882353
5,2010_M_D1-5,leisure_social_meetings,369.11764705882354
