,group,axis,value
0,2010_M_D1-7,basic_needs,1318.6470588235295
1,2010_M_D1-7,pro_study,582.8235294117648
2,2010_M_D1-7,household_family,283.7647058823529
3,2010_M_D1-7,leisure_media,228.23529411764707
4,2010_M_D1-7,leisure_sports_outdoors,30.0
5,2010_M_D1-7,leisure_social_meetings,422.52941176470586
